	year	month	day	        T1	        T2	        T3	        O1	        O2	        O3
	2004	   12	 12	   -46.078	   -39.516	   -35.978	      39.8	      85.2	      80.5
	2004	   12	 19	   -49.210	   -38.656	   -33.612	      33.5	      79.6	      81.2
	2004	   12	 26	   -43.894	   -40.474	   -36.242	      39.6	      78.5	       NaN
	2005	    1	  2	   -47.644	   -41.084	   -36.448	      34.9	      70.9	      68.7
	2005	    1	  9	   -44.752	   -41.898	   -37.224	      35.1	      63.8	      66.1
	2005	    1	 15	   -46.538	   -41.780	   -38.248	      34.6	      65.0	      61.7
	2005	    1	 24	   -43.334	   -40.148	   -38.645	      37.1	      69.5	      55.9
	2005	    1	 31	   -44.522	   -40.928	   -39.648	      39.8	      72.5	      55.8
	2005	    2	  7	   -45.428	   -42.352	   -41.542	      34.4	      70.9	      48.3
	2005	    2	 14	   -46.410	   -43.440	   -43.462	      36.5	      74.9	      47.9
	2005	    2	 21	   -44.640	   -43.894	   -44.192	      39.0	      75.2	      40.5
	2005	    2	 28	   -48.622	   -47.332	   -47.328	      37.9	      71.9	      55.7
	2005	    3	  7	   -46.356	   -47.798	   -48.376	      37.5	      80.1	      49.0
	2005	    3	 14	   -48.700	   -49.884	   -51.910	      39.8	      74.9	      49.5
	2005	    3	 21	   -54.278	   -53.892	   -54.994	      32.4	      78.7	      47.3
	2005	    3	 28	   -51.974	   -54.856	   -57.840	      35.5	      80.3	      54.8
	2005	    4	  3	   -56.616	   -59.914	   -63.070	      40.6	      82.0	      43.1
	2005	    4	 17	   -58.804	   -64.594	   -67.938	      51.7	      95.7	      47.1
	2005	    4	 24	   -58.264	   -63.372	   -68.724	      47.6	      93.7	      56.4
	2005	    5	  1	   -62.400	       NaN	       NaN	       NaN	       NaN	       NaN
	2005	    5	  8	   -64.386	   -72.310	   -76.248	      53.4	      94.9	       NaN
	2005	    5	 15	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2005	    5	 22	   -66.982	   -76.458	   -81.630	      59.2	      95.4	      53.8
	2005	    5	 29	   -69.014	   -79.386	   -82.648	      58.0	      90.9	      50.5
	2005	    6	  5	   -66.450	   -77.416	   -81.730	      78.8	     105.9	       NaN
	2005	    6	 12	   -73.732	   -82.882	   -86.082	      38.9	      91.2	      48.2
	2005	    6	 19	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2005	    6	 26	   -72.918	   -83.786	   -88.770	      52.6	      97.5	      54.7
	2005	    7	  3	   -77.972	   -87.574	   -90.421	      47.2	      86.7	       NaN
	2005	    7	 10	   -77.508	   -88.340	   -91.944	      46.9	      94.4	      52.2
	2005	    7	 17	   -79.652	   -88.448	   -91.016	      24.6	      86.7	      57.2
	2005	    7	 24	   -78.502	   -88.384	   -89.776	      46.8	      91.8	      52.8
	2005	    7	 31	   -78.176	   -88.054	   -89.100	      59.4	      96.6	      51.8
	2005	    8	  7	   -82.010	   -89.384	   -88.896	      49.0	      97.9	      52.6
	2005	    8	 14	   -79.862	   -89.076	   -89.390	      51.5	      91.9	      54.5
	2005	    8	 21	   -80.610	   -88.758	   -89.082	      50.6	      94.1	      56.4
	2005	    8	 28	   -79.196	   -87.756	   -86.752	      42.1	      63.3	      52.5
	2005	    8	 31	   -81.032	   -87.796	   -85.440	      35.5	      70.4	      53.5
	2005	    9	  5	   -80.708	   -87.130	   -82.572	      34.7	      67.0	      57.1
	2005	    9	  7	   -83.042	   -87.436	   -81.432	      27.2	      61.1	      35.7
	2005	    9	 12	   -79.436	   -87.548	   -84.594	      33.2	      25.7	      38.4
	2005	    9	 14	   -77.760	   -85.328	   -81.896	      35.4	      41.3	      31.0
	2005	    9	 18	   -78.296	   -88.160	   -84.602	      31.7	      14.7	      20.7
	2005	    9	 20	   -79.556	   -84.966	   -77.332	      28.5	      22.0	      32.8
	2005	    9	 23	   -76.530	   -83.578	   -76.368	      28.8	       3.7	      24.8
	2005	    9	 27	   -80.058	   -84.488	   -75.240	      24.3	       2.9	      26.9
	2005	    9	 28	   -78.814	   -83.985	   -74.126	      21.6	       1.5	      23.4
	2005	   10	  1	   -73.776	   -81.660	   -74.068	      25.6	       4.6	      27.6
	2005	   10	  3	   -77.134	   -80.528	   -64.856	      24.3	       3.7	      29.3
	2005	   10	  6	   -74.200	   -76.000	   -58.282	      22.3	       3.7	      34.0
	2005	   10	  9	   -73.718	   -73.560	   -49.044	      22.1	       8.5	      42.3
	2005	   10	 12	   -75.494	   -77.190	   -59.274	      25.3	       3.6	      35.9
	2005	   10	 16	   -76.130	   -77.352	   -53.328	      20.4	       5.6	      37.4
	2005	   10	 19	   -77.514	   -77.974	   -57.340	      23.6	       4.6	      37.1
	2005	   10	 23	   -71.728	   -73.730	   -52.018	      20.6	       3.8	      36.8
	2005	   10	 26	   -71.592	   -71.530	   -48.926	      25.6	      11.9	      42.6
	2005	   10	 30	   -70.442	   -68.534	   -41.186	      26.5	      12.7	      46.4
	2005	   11	  2	   -72.394	   -68.184	   -40.470	      25.3	      11.9	      46.5
	2005	   11	  7	   -66.480	   -61.726	   -38.210	      22.0	      14.0	      46.7
	2005	   11	  9	   -65.072	   -58.136	   -36.114	      25.9	      15.5	      48.6
	2005	   11	 13	   -57.744	   -35.778	   -29.240	      23.2	      67.1	      97.2
	2005	   11	 16	   -55.376	   -35.632	   -33.940	      25.2	      82.9	      92.8
	2005	   11	 20	   -56.124	   -47.090	   -29.422	      23.3	      28.2	      76.6
	2005	   11	 28	   -58.814	   -46.820	   -26.716	      24.8	      29.7	      78.7
	2005	   12	  3	   -59.840	   -49.754	   -33.264	      24.4	      26.8	      55.3
	2005	   12	 12	   -61.478	   -46.194	   -34.906	      16.9	      45.1	      66.7
	2005	   12	 17	   -50.814	   -41.482	   -34.638	      28.9	      47.5	      74.6
	2005	   12	 26	   -46.592	   -40.442	   -36.498	      38.8	      79.6	      67.8
	2006	    1	  2	   -43.326	   -38.022	   -36.482	      33.3	      78.9	      59.8
	2006	    1	  9	   -41.722	   -39.390	   -37.502	      38.3	      76.3	      59.0
	2006	    1	 16	   -46.046	   -40.744	   -38.888	      38.0	      73.0	      56.0
	2006	    1	 22	   -43.360	   -39.440	   -36.958	      40.6	      73.8	      60.5
	2006	    1	 29	   -43.844	   -41.062	   -39.576	      35.2	      67.2	      49.6
	2006	    2	  5	   -42.972	   -41.672	   -40.592	      39.1	      68.0	      58.9
	2006	    2	 12	   -46.774	   -42.328	   -41.208	      39.3	      72.2	      49.8
	2006	    2	 19	   -47.080	   -45.048	   -43.534	      35.8	      74.1	      69.9
	2006	    2	 26	   -45.740	   -44.710	   -43.780	      37.0	      75.0	      68.1
	2006	    3	  5	   -45.808	   -45.452	   -47.010	      38.5	      79.9	      63.8
	2006	    3	 12	   -49.884	   -49.198	   -49.390	      42.6	      78.1	      56.4
	2006	    3	 19	   -47.044	   -48.146	   -49.838	      43.8	      85.0	      60.5
	2006	    3	 26	   -50.410	   -51.838	   -54.464	      48.1	      83.1	      66.2
	2006	    4	  1	   -52.368	   -54.134	       NaN	      43.3	      82.0	       NaN
	2006	    4	  6	   -51.738	   -57.164	   -61.086	      54.4	      93.2	       NaN
	2006	    4	 14	   -57.974	   -62.616	   -66.758	      39.4	      89.7	      55.5
	2006	    4	 21	   -61.950	   -66.050	       NaN	      46.7	      87.6	       NaN
	2006	    4	 28	   -58.902	   -66.678	   -71.916	      45.5	      99.8	      58.4
	2006	    5	  5	   -58.954	   -69.020	   -73.932	      58.4	      97.2	      52.3
	2006	    5	 12	   -63.574	   -73.552	       NaN	      62.3	       NaN	       NaN
	2006	    5	 19	   -65.746	   -74.938	   -77.434	      49.1	     100.8	      52.9
	2006	    5	 26	   -68.336	   -77.284	   -80.938	      45.0	      93.4	      53.8
	2006	    6	  3	   -72.192	   -81.036	   -86.296	      39.7	      87.7	      59.0
	2006	    6	 11	   -67.648	   -80.046	   -85.714	      42.0	      84.2	       NaN
	2006	    6	 15	   -70.604	   -81.370	   -87.088	      45.5	      99.8	      60.2
	2006	    6	 23	   -73.584	   -84.002	       NaN	      64.4	     105.9	       NaN
	2006	    7	  1	   -76.218	   -85.200	       NaN	      74.9	       NaN	       NaN
	2006	    7	  7	   -78.852	   -86.878	   -87.040	      52.7	     104.1	      55.1
	2006	    7	 11	   -77.238	   -86.206	   -86.128	      59.3	     107.3	      59.6
	2006	    7	 20	   -78.298	   -87.590	   -87.072	      69.7	     104.7	      57.6
	2006	    7	 28	   -75.728	   -86.732	       NaN	      59.1	      94.6	       NaN
	2006	    8	  4	   -78.782	   -87.302	   -88.600	      42.4	      80.7	      54.4
	2006	    8	  8	   -81.504	   -90.394	   -90.362	      23.1	      76.3	      57.4
	2006	    8	 14	   -81.732	   -89.210	   -90.144	      31.8	      82.8	      58.2
	2006	    8	 18	   -80.598	   -88.836	   -89.296	      39.9	      86.6	      54.0
	2006	    8	 23	   -79.062	   -88.080	   -88.650	      34.2	      73.2	      47.3
	2006	    8	 27	   -79.272	   -88.096	   -88.820	      54.4	      82.4	      55.6
	2006	    9	  1	   -80.190	   -87.984	   -89.686	      44.4	      79.5	       NaN
	2006	    9	  5	   -82.730	   -88.746	       NaN	      31.5	      57.3	       NaN
	2006	    9	  6	   -83.306	   -88.664	   -88.862	      28.6	      54.1	      49.8
	2006	    9	  9	   -83.430	   -90.406	   -90.606	      27.8	      38.7	      40.5
	2006	    9	 12	   -81.346	   -89.114	   -88.758	      31.5	      49.7	      42.9
	2006	    9	 15	   -82.308	   -88.852	   -87.968	      27.3	      23.1	      37.3
	2006	    9	 18	   -80.958	   -87.708	   -87.048	      23.5	      26.3	      34.4
	2006	    9	 22	   -80.224	   -88.380	   -86.406	      23.0	      10.8	      25.7
	2006	    9	 24	   -78.004	   -85.122	   -80.232	      23.8	       7.4	      28.3
	2006	    9	 26	   -77.390	   -85.486	   -81.538	      22.9	       5.1	      27.3
	2006	    9	 28	   -83.158	   -85.232	   -79.466	      11.8	       5.3	      24.8
	2006	    9	 30	   -78.216	   -84.068	   -76.282	      14.6	       1.5	      29.2
	2006	   10	  2	   -78.752	   -83.580	   -71.504	      17.4	       0.5	      30.6
	2006	   10	  4	   -79.408	   -85.984	   -76.512	      16.1	       3.1	      22.7
	2006	   10	  6	   -77.914	   -85.486	   -76.596	      16.2	       0.8	      22.7
	2006	   10	  8	   -76.250	   -83.736	   -76.180	      13.4	       0.7	      21.9
	2006	   10	  9	   -76.566	   -83.888	   -75.294	      13.0	       0.8	      20.7
	2006	   10	 11	   -76.362	   -83.760	   -72.692	      13.4	       0.9	      22.8
	2006	   10	 14	   -76.534	   -83.172	   -71.084	      16.4	      11.8	      29.1
	2006	   10	 17	   -76.556	   -80.792	   -65.616	      15.3	       2.3	      33.8
	2006	   10	 21	   -74.500	   -78.706	   -57.100	      15.4	       8.9	      38.4
	2006	   10	 24	   -74.194	   -77.196	   -54.652	      15.3	       3.7	      36.8
	2006	   10	 28	   -75.442	   -78.994	   -59.892	      14.3	       6.5	      37.0
	2006	   11	  2	   -77.050	   -77.578	   -52.092	      17.2	       6.5	      38.1
	2006	   11	  6	   -77.900	   -78.362	   -55.858	      15.9	       4.5	      33.5
	2006	   11	 10	   -74.058	   -74.806	   -52.176	      18.8	       5.6	      38.7
	2006	   11	 14	   -69.698	   -70.052	   -47.624	      17.6	       9.4	      42.6
	2006	   11	 18	   -71.670	   -69.166	   -45.124	      18.3	      16.1	      41.7
	2006	   11	 24	   -68.152	   -61.662	   -40.246	      19.9	      27.4	      58.4
	2006	   11	 30	   -69.680	   -61.660	   -35.644	      18.9	      21.9	      53.5
	2006	   12	  8	   -54.592	   -40.424	   -29.968	      20.9	      52.9	      95.0
	2006	   12	 15	   -52.466	   -36.750	   -31.430	      23.8	      77.7	      85.1
	2006	   12	 22	   -52.139	       NaN	       NaN	       NaN	       NaN	       NaN
	2006	   12	 30	   -53.878	   -39.650	   -29.232	      20.8	      45.1	      82.1
	2007	    1	  5	   -57.050	   -43.082	   -33.766	      23.0	      70.2	      75.4
	2007	    1	 12	   -47.744	   -39.792	   -34.312	      24.8	      60.4	      76.3
	2007	    1	 18	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2007	    1	 19	   -46.272	   -40.366	   -36.022	      29.1	      69.1	      77.0
	2007	    1	 26	   -42.960	   -41.296	   -37.934	      33.4	      65.7	      69.0
	2007	    2	  2	   -44.264	   -41.348	   -37.734	      34.5	      69.0	      71.2
	2007	    2	 10	   -42.632	   -40.920	   -39.892	      39.3	      77.7	      74.7
	2007	    2	 17	   -44.830	   -42.014	   -40.838	      38.6	      76.3	      72.3
	2007	    2	 23	   -44.904	   -42.774	   -42.124	      43.6	      78.4	      76.4
	2007	    3	  2	   -45.994	   -45.220	   -44.408	      35.4	      75.8	      77.4
	2007	    3	  9	   -45.636	   -47.140	   -48.018	      45.1	      80.3	      75.9
	2007	    3	 16	   -45.202	   -47.578	   -51.712	      40.2	      73.6	      68.5
	2007	    3	 23	   -48.382	   -52.024	   -55.470	      34.6	      64.4	      67.1
	2007	    3	 30	   -50.854	   -54.028	       NaN	      38.9	      80.4	       NaN
	2007	    4	  6	   -53.384	   -58.212	   -62.958	      39.4	      90.7	      62.1
	2007	    4	 15	   -53.448	   -60.524	   -67.590	      42.2	      97.7	      64.1
	2007	    4	 25	   -57.694	   -66.042	   -72.688	      38.3	      95.2	      57.6
	2007	    5	  5	   -63.096	   -70.324	   -78.124	      31.9	      83.7	      60.4
	2007	    5	 15	   -63.650	   -74.416	   -82.812	      40.3	      89.2	      52.3
	2007	    5	 24	   -65.798	   -77.154	   -85.462	      36.5	      97.0	      53.0
	2007	    6	  2	   -70.058	   -80.196	   -87.564	      38.7	      97.8	      53.7
	2007	    6	  8	   -68.340	   -79.926	   -88.660	      43.4	      99.5	      51.3
	2007	    6	 16	   -73.684	   -83.038	   -88.958	      37.6	      91.5	      49.7
	2007	    6	 22	   -73.922	   -84.408	   -91.134	      34.6	      90.1	      53.1
	2007	    6	 30	   -74.804	   -85.142	   -89.474	      43.1	      99.5	      49.1
	2007	    7	  6	   -73.014	   -83.136	   -87.666	      47.3	      96.4	      49.2
	2007	    7	 13	   -74.364	   -86.956	   -91.052	      36.6	      95.3	      50.9
	2007	    7	 19	   -76.166	   -86.856	   -89.540	      47.4	      91.8	      48.7
	2007	    7	 27	   -78.602	   -90.218	   -92.900	      33.5	      81.8	      46.3
	2007	    7	 31	   -83.280	   -89.226	   -92.158	      24.0	      83.0	       NaN
	2007	    8	  7	   -78.768	   -88.554	   -90.966	      47.6	     100.8	      45.3
	2007	    8	 11	   -78.028	   -89.250	   -91.884	      42.9	      87.5	      46.6
	2007	    8	 16	   -79.294	   -88.938	   -90.114	      43.7	      99.1	      46.3
	2007	    8	 23	   -82.430	   -90.272	   -91.584	      34.9	      90.7	      45.3
	2007	    8	 27	   -80.164	   -89.438	   -90.314	      35.7	      85.6	      43.6
	2007	    8	 31	   -79.596	   -88.908	   -89.702	      37.3	      82.5	      36.9
	2007	    9	  4	   -80.140	   -89.204	   -89.190	      32.0	      61.2	      40.3
	2007	    9	  6	   -79.220	   -87.770	   -87.460	      47.5	      61.2	      42.0
	2007	    9	  9	   -81.468	   -88.874	   -87.810	      30.6	      81.3	      33.3
	2007	    9	 12	   -83.614	   -88.872	   -85.662	      34.3	      78.3	      37.5
	2007	    9	 15	   -83.406	   -88.264	   -84.744	      21.8	      36.2	      27.0
	2007	    9	 18	   -80.372	   -83.394	   -72.780	      28.3	      25.4	      26.5
	2007	    9	 22	   -79.348	   -83.656	   -71.860	      28.9	       9.2	      25.9
	2007	    9	 25	   -78.902	   -84.376	   -74.526	      24.6	      10.9	      22.3
	2007	    9	 26	   -79.452	   -82.426	   -70.742	      23.2	      11.9	      23.9
	2007	    9	 28	   -80.116	   -82.488	   -67.764	      21.8	       6.4	      27.7
	2007	    9	 29	   -80.200	   -81.854	   -67.476	      20.3	       1.9	      28.2
	2007	   10	  1	   -78.812	   -81.356	   -67.426	      22.9	       2.2	      26.2
	2007	   10	  3	   -77.634	   -80.368	   -63.674	      24.4	       5.9	      30.3
	2007	   10	  5	   -73.834	   -76.370	   -57.336	      16.4	       9.5	      37.2
	2007	   10	  8	   -76.792	   -77.226	   -60.854	      18.4	       2.8	      31.4
	2007	   10	 10	   -76.448	   -75.112	   -48.754	      21.0	       3.6	      37.3
	2007	   10	 14	   -76.052	   -75.414	   -52.584	      20.2	       6.9	      37.1
	2007	   10	 17	   -74.596	   -73.680	   -49.386	      22.6	       5.5	      41.3
	2007	   10	 21	   -76.598	   -73.108	   -46.178	      21.0	       6.5	      42.4
	2007	   10	 24	   -72.336	   -69.442	   -43.346	      24.3	      10.3	      47.6
	2007	   10	 28	   -70.438	   -69.308	   -45.188	      20.5	      10.9	      44.9
	2007	   10	 31	   -68.450	   -65.812	   -41.772	      28.9	      16.8	      52.1
	2007	   11	  4	   -72.236	   -68.854	   -45.354	      21.3	      10.9	      44.0
	2007	   11	  9	   -72.474	   -69.758	   -49.914	      20.1	      15.9	      38.1
	2007	   11	 11	   -67.886	   -66.730	   -46.012	      26.0	       8.9	      41.0
	2007	   11	 16	   -68.064	   -66.890	   -48.430	      28.6	      10.2	      39.8
	2007	   11	 19	   -67.400	   -64.220	   -43.878	      27.4	      15.0	      42.0
	2007	   11	 23	   -66.788	   -59.230	   -38.384	      27.1	      20.2	      51.8
	2007	   11	 25	   -64.404	   -58.110	   -38.578	      28.0	      21.1	      46.5
	2007	   12	  3	   -62.960	   -52.700	   -28.916	      26.1	      27.1	      65.3
	2007	   12	 10	   -60.927	   -52.392	   -33.274	      29.1	      24.5	      51.3
	2007	   12	 17	   -57.182	   -44.444	   -29.854	      30.5	      30.9	      76.8
	2007	   12	 23	   -55.404	   -45.576	   -29.662	      30.8	      30.4	      66.0
	2007	   12	 31	   -47.840	   -39.236	   -34.672	      32.3	      68.9	      77.8
	2008	    1	  7	   -44.858	   -39.210	   -36.208	      34.4	      77.1	      76.0
	2008	    1	 16	   -46.862	   -40.276	   -36.754	      36.5	      73.3	      68.4
	2008	    1	 26	   -42.768	   -39.732	   -36.850	      43.4	      75.5	      65.7
	2008	    2	  4	   -43.000	   -39.996	   -37.168	      38.8	      75.7	      75.1
	2008	    2	 12	   -44.078	   -41.780	   -39.638	      37.1	      76.5	      67.0
	2008	    2	 19	   -44.382	   -43.818	   -42.746	      37.3	      70.4	      67.4
	2008	    2	 26	   -45.160	   -44.250	   -44.024	      44.6	      78.9	      69.1
	2008	    3	  4	   -47.494	       NaN	       NaN	      31.2	       NaN	       NaN
	2008	    3	 11	   -45.900	   -47.134	   -48.200	      52.8	      90.8	      65.3
	2008	    3	 18	   -49.442	   -49.944	   -50.668	      39.9	      86.9	      71.7
	2008	    3	 25	   -50.352	   -53.970	   -56.194	      51.7	      92.0	      60.0
	2008	    3	 31	   -54.474	   -57.706	   -60.402	      39.0	      81.2	      61.5
	2008	    4	  7	   -54.144	   -60.568	   -64.922	      36.3	      86.5	      66.9
	2008	    4	 14	   -57.290	   -63.718	   -68.538	      30.6	      83.4	      61.0
	2008	    4	 21	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2008	    4	 24	   -58.900	   -68.210	   -75.144	      40.8	      69.8	      59.6
	2008	    5	  3	   -61.484	   -71.118	   -77.960	      26.8	      72.9	      60.7
	2008	    5	 11	   -62.504	   -72.286	   -78.500	      36.9	      91.1	      64.9
	2008	    5	 18	   -65.044	   -75.698	   -81.764	      30.3	      86.6	      57.3
	2008	    5	 24	   -67.548	   -77.898	   -84.150	      39.0	      90.1	      60.1
	2008	    5	 31	   -66.134	   -78.726	   -83.154	      43.9	      95.5	      58.7
	2008	    6	  7	   -71.704	   -81.508	   -87.098	      27.3	      57.7	      56.4
	2008	    6	 15	   -74.410	   -84.152	   -88.580	      46.3	     103.5	      55.4
	2008	    6	 21	   -75.882	   -86.092	   -89.976	      43.3	     101.8	      53.0
	2008	    6	 28	   -76.778	   -87.788	   -90.698	      40.8	     100.8	      51.9
	2008	    7	  5	   -76.872	   -88.584	   -92.482	      44.9	      92.4	      53.7
	2008	    7	 12	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2008	    7	 15	   -77.496	   -89.574	   -92.398	      42.4	      97.5	      53.4
	2008	    7	 24	   -79.254	   -89.388	   -90.290	      47.7	     104.8	      52.7
	2008	    8	  2	   -82.128	   -90.754	   -92.454	      25.8	     101.9	      54.5
	2008	    8	  9	   -81.406	   -89.684	   -91.528	      39.4	      97.6	      53.2
	2008	    8	 14	   -78.058	   -87.476	       NaN	      57.9	       NaN	       NaN
	2008	    8	 16	   -81.102	   -89.164	   -90.664	      43.8	      82.2	      49.5
	2008	    8	 22	   -81.948	   -89.672	   -88.544	      42.2	      97.2	      50.8
	2008	    8	 27	   -80.790	   -88.818	   -88.044	      46.7	      88.0	      47.8
	2008	    9	  1	   -78.624	   -88.144	   -87.558	      45.8	      66.2	      48.6
	2008	    9	  5	   -78.506	   -87.374	   -87.358	      40.0	      55.2	      35.4
	2008	    9	  9	   -81.236	   -88.116	   -85.222	      30.2	      64.7	      42.7
	2008	    9	 12	   -84.556	   -88.820	   -85.534	      27.7	      61.3	      43.5
	2008	    9	 15	   -80.838	   -86.412	   -83.488	      29.1	      35.3	      35.1
	2008	    9	 18	   -83.782	   -88.316	   -81.804	      23.1	      24.6	      38.4
	2008	    9	 21	   -80.522	   -85.200	   -78.910	      25.8	      32.4	      31.9
	2008	    9	 24	   -80.758	   -84.100	   -76.418	      21.7	      16.8	      29.7
	2008	    9	 26	   -80.228	   -85.132	   -76.536	      25.6	       9.7	      31.7
	2008	    9	 28	   -82.194	   -85.238	   -75.606	      20.3	       3.6	      27.2
	2008	    9	 30	   -82.450	   -84.031	   -72.456	      15.9	       9.6	      27.6
	2008	   10	  2	   -80.706	   -84.002	   -73.138	      22.2	       4.6	      30.1
	2008	   10	  5	   -77.272	   -81.908	   -67.580	      16.5	       4.9	      29.3
	2008	   10	  8	   -78.688	   -81.700	   -65.484	      19.8	       4.1	      36.1
	2008	   10	 11	   -80.028	   -81.544	   -64.778	      20.0	       6.7	      33.6
	2008	   10	 15	   -75.790	   -75.838	   -52.336	      13.0	       7.7	      42.0
	2008	   10	 18	   -77.684	   -77.256	   -55.565	      17.0	       4.4	      36.0
	2008	   10	 22	   -76.608	   -75.282	   -51.322	      21.2	       9.2	      41.8
	2008	   10	 25	   -75.648	   -72.058	   -47.472	      15.6	       8.5	      42.9
	2008	   10	 29	   -74.200	   -68.784	   -42.544	      16.8	      11.7	      50.4
	2008	   11	  2	   -72.796	   -72.012	   -49.374	      28.7	       9.3	      40.9
	2008	   11	  7	   -75.014	   -70.020	   -45.740	      21.9	      16.6	      48.5
	2008	   11	 10	   -70.852	   -66.400	   -44.600	      22.2	      13.4	      44.8
	2008	   11	 14	   -71.142	   -67.220	   -44.760	      22.7	      12.7	      44.2
	2008	   11	 19	   -67.874	   -64.450	   -44.110	      22.6	      18.8	      46.5
	2008	   11	 26	   -66.426	   -59.378	   -38.200	      25.2	      22.8	      47.8
	2008	   12	  3	   -62.006	   -48.598	   -25.428	      24.0	      28.9	      81.1
	2008	   12	 10	   -60.872	   -48.302	   -30.934	      26.8	      33.2	      80.9
	2008	   12	 17	   -58.988	   -45.806	   -29.964	      24.8	      36.4	      71.3
	2008	   12	 25	   -59.258	   -45.932	   -35.688	      25.4	      62.7	      69.3
	2008	   12	 31	   -49.118	   -41.734	   -33.106	      35.9	      58.1	      73.9
	2009	    1	  7	   -49.270	   -38.310	   -34.614	      29.9	      71.2	      73.8
	2009	    1	 14	   -45.156	   -38.980	   -36.022	      31.9	      74.3	      65.7
	2009	    1	 21	   -43.458	   -39.464	   -36.546	      34.2	      68.2	      66.8
	2009	    1	 28	   -45.654	   -40.162	   -37.140	      35.7	      73.6	      74.7
	2009	    2	  4	   -42.160	   -41.872	   -40.004	      33.7	      66.6	      66.5
	2009	    2	 11	   -43.150	   -42.132	   -40.560	      39.4	      72.0	      65.4
	2009	    2	 18	   -44.584	   -43.140	   -42.488	      38.8	      73.6	      61.3
	2009	    2	 25	   -46.064	   -45.568	   -45.770	      36.7	      73.3	      54.6
	2009	    3	  4	   -45.750	   -47.042	   -48.108	      40.6	      74.7	      57.8
	2009	    3	 11	   -45.056	   -47.382	   -50.138	      39.8	      77.5	      48.8
	2009	    3	 18	   -47.322	   -49.802	   -53.316	      42.0	      84.0	      58.9
	2009	    3	 25	   -50.472	   -54.572	   -58.100	      30.5	      81.2	      52.8
	2009	    4	  1	   -52.748	   -57.372	       NaN	      34.4	      82.3	       NaN
	2009	    4	  9	   -56.042	   -62.006	       NaN	      39.4	      83.4	       NaN
	2009	    4	 15	   -55.914	   -61.440	       NaN	      37.1	       NaN	       NaN
	2009	    4	 22	   -59.588	   -66.091	       NaN	      40.0	       NaN	       NaN
	2009	    4	 24	   -61.208	   -68.918	   -73.936	      30.5	      85.0	      40.4
	2009	    5	  1	   -64.414	   -72.398	   -77.400	      41.6	      94.5	      41.9
	2009	    5	  6	   -64.918	   -72.140	   -80.230	      38.1	      75.5	      48.1
	2009	    5	 13	   -62.622	   -73.000	   -80.334	      45.6	      95.2	      43.1
	2009	    5	 22	   -65.714	   -76.700	   -82.248	      40.2	      95.3	      42.0
	2009	    5	 29	   -67.084	   -79.116	   -87.422	      34.6	      76.5	      44.1
	2009	    6	  4	   -70.650	   -79.680	   -86.272	      42.9	      93.2	      47.8
	2009	    6	 10	   -70.600	   -81.478	   -87.100	      41.2	      91.1	      41.6
	2009	    6	 16	   -76.194	   -85.704	   -89.822	      37.0	      85.0	      40.7
	2009	    6	 24	   -73.472	   -84.882	   -91.906	      33.8	      85.0	      52.5
	2009	    7	  1	   -71.816	   -85.582	   -91.932	      51.2	      81.7	      41.3
	2009	    7	  8	   -70.706	   -85.874	   -92.086	      53.1	      88.7	      48.6
	2009	    7	 15	   -76.740	   -88.116	   -92.994	      36.2	      90.3	       NaN
	2009	    7	 16	   -75.984	   -87.488	   -91.950	      36.1	      91.4	      43.1
	2009	    7	 22	   -73.822	   -84.700	   -89.594	      45.4	      77.5	      49.5
	2009	    7	 29	   -75.112	   -87.598	   -91.476	      43.1	      87.2	      49.1
	2009	    8	  5	   -76.884	   -88.492	   -91.331	      38.1	      68.1	      46.3
	2009	    8	 12	   -79.790	   -88.776	   -92.015	      41.0	      80.0	       NaN
	2009	    8	 18	   -78.270	   -87.228	   -90.624	      47.1	      75.6	       NaN
	2009	    8	 22	   -78.444	   -87.970	   -89.062	      48.0	      80.4	      47.2
	2009	    8	 26	   -82.810	   -89.416	   -89.604	      33.1	      75.7	      47.3
	2009	    9	  1	   -80.310	   -86.886	   -86.926	      42.1	      65.9	      40.1
	2009	    9	  4	   -79.092	   -87.116	   -86.566	      52.0	      68.7	       NaN
	2009	    9	  8	   -80.618	   -88.002	   -86.782	      35.2	      52.8	      40.5
	2009	    9	 12	   -85.112	   -88.804	   -86.750	      22.1	      42.0	      34.7
	2009	    9	 15	   -80.804	   -88.454	   -85.938	      30.7	      18.9	      30.2
	2009	    9	 18	   -84.088	   -88.580	   -84.720	      25.8	      36.5	      24.4
	2009	    9	 21	   -79.826	   -86.840	   -81.684	      30.3	      27.7	      26.1
	2009	    9	 24	   -80.080	       NaN	       NaN	       NaN	       NaN	       NaN
	2009	    9	 25	   -82.164	   -87.494	   -81.248	      18.0	       5.3	      23.9
	2009	    9	 27	   -82.286	   -86.272	   -79.158	      21.4	       3.1	      26.8
	2009	    9	 29	   -79.866	   -84.754	   -76.044	      21.7	       1.8	      24.4
	2009	   10	  1	   -78.648	   -84.872	   -73.220	      30.4	       3.9	      27.8
	2009	   10	  4	   -77.476	   -80.468	   -62.288	      25.3	       4.6	      32.3
